Country,Region,Points,Price,Grape
Italy,Tuscany,89,18.0,Red Blend
US,California,89,45.0,Red Blend
US,Washington,89,28.0,Cabernet Franc
US,Idaho,89,22.0,Bordeaux-style Red Blend
US,Washington,89,20.0,Red Blend
France,Loire Valley,89,25.0,Sauvignon Blanc
US,New York,89,20.0,Muskat Ottonel
Slovenia,Štajerska,89,18.0,White Blend
Italy,Tuscany,89,65.0,Syrah
Italy,Tuscany,89,48.0,Sangiovese
US,California,89,45.0,Tempranillo
France,Southwest France,90,16.0,Malbec-Merlot
US,California,90,50.0,Cabernet Sauvignon
France,Southwest France,90,21.0,Malbec-Merlot
US,California,90,40.0,Red Blend
US,California,90,75.0,Cabernet Sauvignon
US,California,90,40.0,Petite Sirah
US,California,90,25.0,Zinfandel
Israel,Judean Hills,90,50.0,Bordeaux-style Red Blend
Germany,Mosel,90,33.0,Riesling
Germany,Mosel,90,18.0,Riesling
Germany,Mosel,90,28.0,Riesling
Germany,Pfalz,90,18.0,Pinot Blanc
US,California,90,38.0,Chardonnay
France,Loire Valley,90,25.0,Sauvignon Blanc
US,California,90,65.0,Cabernet Sauvignon
Portugal,Moscatel de Setúbal,90,16.0,Moscatel
Germany,Mosel,90,24.0,Riesling
France,Burgundy,90,55.0,Chardonnay
Italy,Piedmont,90,55.0,Nebbiolo
US,California,90,28.0,Carignane
US,California,90,35.0,Rhône-style Red Blend
Italy,Piedmont,90,29.0,Nebbiolo
US,California,90,65.0,Merlot
Italy,Piedmont,90,103.0,Nebbiolo
US,California,90,29.0,Sauvignon Blanc
US,Oregon,90,36.0,Pinot Noir
Spain,Northern Spain,83,8.0,Garnacha
US,California,83,35.0,Cabernet Sauvignon
Portugal,Península de Setúbal,83,11.0,Castelão
South Africa,Western Cape,83,10.0,Chenin Blanc
Spain,Northern Spain,83,10.0,Red Blend
Argentina,Mendoza Province,83,23.0,Sparkling Blend
Portugal,Vinho Verde,82,10.0,Portuguese White
Spain,Northern Spain,82,13.0,Red Blend
Spain,Northern Spain,82,10.0,Red Blend
US,California,82,65.0,Cabernet Sauvignon
Argentina,Other,82,8.0,Malbec-Bonarda
US,Washington,82,30.0,Petit Verdot
Argentina,Mendoza Province,81,12.0,Torrontés
Argentina,Mendoza Province,81,18.0,Red Blend
Spain,Northern Spain,81,11.0,Tempranillo-Cabernet Sauvignon
France,Bordeaux,100,848.0,Bordeaux-style White Blend
Italy,Tuscany,99,200.0,Sangiovese
Italy,Tuscany,98,95.0,Sangiovese
Australia,South Australia,98,125.0,Shiraz
US,California,98,75.0,Pinot Noir
Italy,Tuscany,97,125.0,Sangiovese
France,Bordeaux,97,130.0,Bordeaux-style Red Blend
France,Bordeaux,97,150.0,Bordeaux-style Red Blend
France,Bordeaux,97,450.0,Bordeaux-style Red Blend
France,Bordeaux,97,330.0,Bordeaux-style Red Blend
Italy,Tuscany,87,30.0,Red Blend
US,California,87,28.0,Cabernet Sauvignon
US,New York,87,45.0,Cabernet Sauvignon
US,Washington,87,60.0,Cabernet Sauvignon
US,California,87,54.0,Pinot Noir
US,Washington,87,24.0,Bordeaux-style Red Blend
US,California,87,13.0,Riesling
US,California,87,16.0,Zinfandel
US,California,87,44.0,Pinot Noir
US,California,87,11.0,Zinfandel
US,California,87,26.0,Chardonnay
US,Washington,87,11.0,Riesling
US,California,87,18.0,Merlot
US,California,87,54.0,Cabernet Sauvignon
US,California,87,30.0,Chardonnay
US,Idaho,87,12.0,Pinot Gris
US,New York,87,18.0,Cabernet Franc
US,Washington,87,30.0,Malbec
US,New York,87,19.0,Riesling
US,California,87,32.0,Pinot Noir
US,California,87,17.0,Pinot Noir
Spain,Catalonia,86,25.0,Red Blend
Spain,Catalonia,86,24.0,Red Blend
Argentina,Mendoza Province,86,19.0,Cabernet Sauvignon
US,Idaho,86,23.0,Syrah
Italy,Tuscany,86,50.0,Sangiovese
Italy,Tuscany,86,85.0,Sangiovese
France,Bordeaux,86,27.0,Bordeaux-style Red Blend
US,Oregon,88,22.0,Chardonnay
Italy,Italy Other,88,25.0,White Blend
US,California,88,46.0,Pinot Noir
US,Oregon,88,45.0,Pinot Noir
Spain,Northern Spain,88,18.0,Tempranillo Blend
US,California,88,9.0,Chardonnay
Germany,Baden,88,16.0,Rivaner
US,California,88,22.0,Cabernet Sauvignon
France,Rhône Valley,88,16.0,Rhône-style White Blend
Spain,Catalonia,88,25.0,Sparkling Blend
Germany,Pfalz,88,12.0,Riesling
France,Rhône Valley,88,10.0,Rhône-style Red Blend
US,California,88,36.0,Malbec
Spain,Northern Spain,88,12.0,Tempranillo
France,Rhône Valley,88,16.0,Rhône-style Red Blend
Portugal,Alentejano,88,13.0,Portuguese White
Italy,Tuscany,88,25.0,Syrah
Spain,Catalonia,88,24.0,Trepat
US,California,88,15.0,Chardonnay
Chile,San Antonio,88,15.0,Sauvignon Blanc
Italy,Tuscany,88,15.0,Red Blend
US,Oregon,88,18.0,Baco Noir
Italy,Tuscany,88,175.0,Red Blend
US,Oregon,88,18.0,Rosé
Italy,Tuscany,88,17.0,Red Blend
Italy,Tuscany,88,30.0,Sangiovese
US,Oregon,88,30.0,Malbec
US,Oregon,88,18.0,Viognier
Italy,Tuscany,88,16.0,Red Blend
US,California,90,30.0,Zinfandel
France,Champagne,90,89.0,Champagne Blend
US,California,90,34.0,Zinfandel
Italy,Northeastern Italy,90,27.0,Sauvignon
Germany,Nahe,90,68.0,Riesling
US,Oregon,90,40.0,Pinot Noir
US,California,90,24.0,Zinfandel
US,California,90,30.0,Chardonnay
US,Oregon,90,40.0,Pinot Noir
US,California,90,32.0,Pinot Noir
Italy,Northeastern Italy,90,16.0,Pinot Bianco
Italy,Lombardy,90,17.0,Turbiana
US,California,90,20.0,Albariño
Italy,Tuscany,90,30.0,Red Blend
France,Bordeaux,90,65.0,Bordeaux-style Red Blend
France,Bordeaux,90,25.0,Merlot
Portugal,Alentejano,90,45.0,Petit Verdot
France,Burgundy,90,82.0,Pinot Noir
France,Beaujolais,90,23.0,Gamay
Germany,Baden,90,42.0,Pinot Noir
US,California,90,32.0,Pinot Noir
Italy,Veneto,90,34.0,Trebbiano
France,Beaujolais,90,22.0,Gamay
US,California,90,28.0,Zinfandel
US,California,90,14.0,Rosé
US,California,87,20.0,Pinot Noir
France,Bordeaux,87,25.0,Bordeaux-style Red Blend
US,Virginia,87,45.0,Tannat
US,Virginia,87,22.0,Cabernet Franc
US,California,87,20.0,Petite Sirah
US,California,87,27.0,Pinot Noir
US,California,87,14.0,Pinot Noir
US,California,87,25.0,Rosé
Italy,Piedmont,87,69.0,Nebbiolo
US,California,87,21.0,Sauvignon Blanc
US,Virginia,87,45.0,Meritage
Portugal,Península de Setúbal,87,11.0,Rosé
France,Loire Valley,87,20.0,Pinot Noir-Gamay
France,Loire Valley,87,14.0,Sauvignon Blanc
US,California,87,16.0,Pinot Noir
US,California,87,38.0,Pinot Noir
US,Arizona,87,21.0,Chenin Blanc
France,Loire Valley,87,17.0,Melon
France,Bordeaux,87,16.0,Bordeaux-style White Blend
Argentina,Mendoza Province,87,32.0,Malbec
France,Bordeaux,87,16.0,Sauvignon Blanc
US,Oregon,87,65.0,Pinot Noir
US,California,87,24.0,Zinfandel
US,California,87,35.0,Cabernet Sauvignon
US,Virginia,87,35.0,Chardonnay-Viognier
US,California,87,45.0,Chardonnay
US,Virginia,87,32.0,Merlot
US,California,91,60.0,Cabernet Sauvignon
US,Washington,91,48.0,Bordeaux-style Red Blend
US,California,91,38.0,Syrah
Chile,Maule Valley,91,71.0,Red Blend
US,California,91,42.0,Syrah-Mourvèdre
Chile,Cachapoal Valley,91,45.0,Red Blend
US,Washington,91,19.0,Red Blend
US,California,91,54.0,Syrah
Italy,Piedmont,91,65.0,Nebbiolo
Chile,Colchagua Valley,91,19.0,Red Blend
US,California,91,45.0,Cabernet Sauvignon-Merlot
India,Nashik,91,12.0,Shiraz
Italy,Piedmont,91,105.0,Nebbiolo
US,California,91,28.0,Graciano
US,California,91,32.0,Grenache
US,California,91,35.0,Syrah
US,Washington,91,60.0,Bordeaux-style Red Blend
US,California,91,49.0,Syrah
US,California,91,14.0,Sauvignon Blanc
Portugal,Douro,91,12.0,Portuguese Red
Portugal,Douro,91,47.0,Portuguese Red
US,Washington,91,27.0,Malbec
Chile,Maipo Valley,91,75.0,Red Blend
US,Washington,91,25.0,Chardonnay
Chile,Colchagua Valley,91,30.0,Red Blend
US,California,91,54.0,Red Blend
Italy,Piedmont,91,90.0,Nebbiolo
Germany,Mosel,90,24.0,Riesling
France,Burgundy,90,55.0,Chardonnay
Italy,Piedmont,90,55.0,Nebbiolo
US,California,90,28.0,Carignane
US,California,90,35.0,Rhône-style Red Blend
Italy,Piedmont,90,29.0,Nebbiolo
US,California,90,65.0,Merlot
Italy,Piedmont,90,103.0,Nebbiolo
US,California,90,29.0,Sauvignon Blanc
France,Southwest France,90,16.0,Malbec-Merlot
Italy,Piedmont,90,53.0,Nebbiolo
Italy,Piedmont,90,70.0,Nebbiolo
Italy,Piedmont,90,110.0,Nebbiolo
Italy,Piedmont,90,45.0,Nebbiolo
Australia,South Australia,90,17.0,Pinot Noir
Italy,Piedmont,90,80.0,Nebbiolo
US,Oregon,90,48.0,Pinot Noir
Portugal,Moscatel do Douro,90,137.0,Moscatel
US,Oregon,90,28.0,Chardonnay
Israel,Samson,90,16.0,Cabernet Sauvignon-Merlot
Italy,Piedmont,90,57.0,Nebbiolo
US,California,90,36.0,Syrah
US,California,90,60.0,Syrah-Cabernet Sauvignon
US,California,90,70.0,Pinot Noir
Israel,Judean Hills,90,50.0,Chardonnay
Germany,Rheingau,90,18.0,Pinot Noir
Germany,Mosel,90,20.0,Riesling
US,California,90,55.0,Syrah
Austria,Burgenland,92,22.0,Blaufränkisch
US,California,92,85.0,Cabernet Sauvignon
Argentina,Mendoza Province,92,40.0,Malbec
New Zealand,Central Otago,92,65.0,Pinot Noir
Spain,Northern Spain,92,125.0,Tempranillo
US,California,92,25.0,Pinot Noir
Austria,Burgenland,92,20.0,St. Laurent
US,California,92,40.0,Zinfandel
US,Oregon,92,62.0,Pinot Noir
Spain,Northern Spain,92,37.0,Tempranillo
New Zealand,Martinborough,92,61.0,Pinot Noir
Argentina,Mendoza Province,92,40.0,Cabernet Sauvignon
US,California,92,29.0,Pinot Noir
Austria,Wachau,92,20.0,Riesling
US,California,92,49.0,Syrah
US,Washington,92,32.0,Red Blend
France,Provence,92,38.0,Provence red blend
US,California,92,140.0,Cabernet Sauvignon
France,Provence,92,38.0,Provence red blend
France,Southwest France,92,34.0,Malbec-Merlot
France,Provence,92,48.0,Rosé
US,Washington,92,41.0,Syrah
Spain,Northern Spain,92,46.0,Tempranillo
US,California,92,40.0,Sauvignon Blanc
US,California,92,90.0,Pinot Noir
US,California,92,125.0,Bordeaux-style Red Blend
US,California,92,50.0,Zinfandel
US,California,92,45.0,Zinfandel
France,Alsace,90,16.0,Sylvaner
US,California,90,38.0,Zinfandel
US,California,90,90.0,Cabernet Sauvignon
France,Burgundy,90,26.0,Chardonnay
France,France Other,90,16.0,Rosé
Italy,Southern Italy,90,25.0,Fiano
Italy,Southern Italy,90,21.0,Greco
US,California,90,32.0,Barbera
Germany,Rheingau,90,17.0,Riesling
Australia,South Australia,90,25.0,Rosé
Italy,Sicily & Sardinia,90,27.0,Perricone
US,California,90,42.0,Sauvignon Blanc
Italy,Sicily & Sardinia,90,20.0,White Blend
US,Oregon,90,24.0,Pinot Gris
US,California,90,27.0,Chenin Blanc
US,California,90,42.0,Red Blend
Spain,Catalonia,90,25.0,Sparkling Blend
US,Oregon,90,48.0,Pinot Noir
US,Oregon,90,55.0,Pinot Noir
US,Oregon,90,25.0,Pinot Noir
Italy,Southern Italy,90,20.0,Falanghina
Chile,Maipo Valley,90,30.0,Cabernet Sauvignon
US,California,90,45.0,Pinot Noir
US,Oregon,90,30.0,Chardonnay
Italy,Sicily & Sardinia,90,17.0,Nerello Mascalese
Germany,Württemberg,89,23.0,Lemberger
US,California,89,25.0,Sauvignon Blanc
Spain,Northern Spain,89,13.0,Tempranillo
Australia,Victoria,89,34.0,Marsanne
Spain,Northern Spain,89,25.0,Tempranillo
Italy,Tuscany,89,60.0,Sangiovese
France,Loire Valley,89,35.0,Sauvignon Blanc
US,California,89,20.0,Rosé
France,Loire Valley,89,30.0,Sauvignon Blanc
Italy,Tuscany,89,65.0,Sangiovese
US,New York,89,14.0,Riesling
US,California,89,40.0,Chardonnay
France,Loire Valley,89,25.0,Sauvignon Blanc
France,Loire Valley,89,25.0,Sauvignon Blanc
US,California,89,46.0,Petite Sirah
US,California,89,40.0,Meritage
Macedonia,Tikves,89,20.0,Vranec
US,California,89,50.0,Cabernet Sauvignon
Italy,Tuscany,89,60.0,Sangiovese
Italy,Tuscany,89,120.0,Sangiovese
US,Washington,89,16.0,Riesling
Bulgaria,Thracian Valley,89,16.0,Red Blend
Spain,Northern Spain,89,23.0,Tempranillo
Spain,Northern Spain,89,23.0,Tempranillo
US,California,89,54.0,Red Blend
Italy,Tuscany,89,20.0,Sangiovese
US,Washington,89,12.0,Sparkling Blend
US,Washington,89,18.0,Cabernet Sauvignon
Italy,Tuscany,89,70.0,Sangiovese
Italy,Tuscany,89,45.0,Sangiovese
Bulgaria,Thracian Valley,89,20.0,Red Blend
Bulgaria,Thracian Valley,89,20.0,Red Blend
US,Washington,89,34.0,G-S-M
US,Idaho,89,30.0,Merlot
US,California,97,90.0,Pinot Noir
France,Bordeaux,97,145.0,Bordeaux-style Red Blend
France,Bordeaux,97,90.0,Bordeaux-style Red Blend
France,Bordeaux,97,698.0,Bordeaux-style White Blend
France,Bordeaux,96,160.0,Bordeaux-style Red Blend
US,California,96,90.0,Syrah
US,California,96,40.0,Syrah
US,Oregon,96,85.0,Pinot Noir
US,California,96,54.0,Pinot Noir
France,Alsace,96,120.0,Riesling
US,Oregon,96,63.0,Pinot Noir
France,Bordeaux,96,200.0,Bordeaux-style Red Blend
France,Alsace,96,64.0,Riesling
Italy,Tuscany,96,50.0,Sangiovese
France,Bordeaux,96,175.0,Bordeaux-style Red Blend
Italy,Tuscany,96,85.0,Sangiovese
Spain,Catalonia,96,770.0,Carignan
US,Oregon,96,63.0,Pinot Noir
France,Alsace,96,80.0,Pinot Gris
US,California,96,85.0,Pinot Noir
Australia,South Australia,96,150.0,Cabernet-Shiraz
France,Bordeaux,96,50.0,Bordeaux-style White Blend
France,Bordeaux,86,15.0,Bordeaux-style Red Blend
France,Bordeaux,86,20.0,Bordeaux-style Red Blend
US,New York,86,20.0,Riesling
France,Bordeaux,86,36.0,Bordeaux-style Red Blend
Italy,Tuscany,86,18.0,Red Blend
US,California,86,30.0,Zinfandel
US,New York,86,27.0,Cabernet Franc
US,California,86,13.0,Chardonnay
US,California,86,16.0,Verdelho
US,California,86,20.0,Cabernet Sauvignon
US,California,86,7.0,Cabernet Sauvignon
Italy,Tuscany,86,44.0,Sangiovese
Italy,Tuscany,86,50.0,Sangiovese
Italy,Tuscany,86,85.0,Sangiovese
France,Bordeaux,86,20.0,Bordeaux-style Red Blend
US,Washington,86,18.0,Cabernet Sauvignon
US,Washington,86,30.0,Syrah
Spain,Northern Spain,86,15.0,Rosado
US,California,86,36.0,Chardonnay
Argentina,Mendoza Province,86,21.0,Malbec
Spain,Andalucia,86,16.0,Sherry
US,Idaho,86,26.0,Cabernet Sauvignon-Merlot
US,Idaho,86,11.0,Red Blend
France,Bordeaux,86,13.0,Bordeaux-style White Blend
France,Bordeaux,86,20.0,Bordeaux-style Red Blend
US,New York,86,20.0,Riesling
France,Bordeaux,86,10.0,Bordeaux-style Red Blend
US,Oregon,88,40.0,Pinot Noir
US,Oregon,88,13.0,Pinot Noir
Portugal,Tejo,88,8.0,Portuguese Red
Spain,Central Spain,88,32.0,Cabernet Franc
US,California,88,40.0,Cabernet Franc
France,Southwest France,88,15.0,Red Blend
France,Southwest France,88,16.0,Malbec-Merlot
US,California,88,10.0,Cabernet Sauvignon
Italy,Tuscany,88,29.0,Red Blend
US,California,88,39.0,Red Blend
US,California,88,28.0,Mourvèdre
Germany,Nahe,88,25.0,Riesling
France,Rhône Valley,88,12.0,Rhône-style Red Blend
Spain,Catalonia,88,19.0,Sparkling Blend
Spain,Catalonia,88,40.0,Pedro Ximénez
US,California,88,59.0,Red Blend
US,California,88,22.0,Rhône-style White Blend
Portugal,Alentejano,88,12.0,Portuguese Red
US,California,88,14.0,Sparkling Blend
US,Oregon,88,40.0,Chardonnay
US,Oregon,88,35.0,Tempranillo
US,Oregon,88,27.0,Pinot Noir
US,Oregon,88,20.0,Pinot Gris
Chile,Elqui Valley,88,15.0,Sauvignon Blanc
Italy,Tuscany,88,37.0,Sangiovese
US,California,88,30.0,Malbec
US,California,88,49.0,Merlot
Chile,San Antonio,88,18.0,Sauvignon Blanc
Italy,Tuscany,88,30.0,Ciliegiolo
US,Oregon,88,24.0,Marsanne-Roussanne
US,California,91,32.0,Grenache
US,California,91,35.0,Syrah
Lebanon,Lebanon,91,20.0,Red Blend
Portugal,Alentejano,91,20.0,Portuguese Red
France,Alsace,91,24.0,Riesling
US,California,91,40.0,Cabernet Sauvignon
US,California,91,85.0,Cabernet Sauvignon
US,California,91,32.0,Cabernet Sauvignon
Italy,Piedmont,91,40.0,Nebbiolo
US,California,91,28.0,Cabernet Franc
US,California,91,16.0,White Blend
US,California,91,32.0,White Blend
Croatia,North Dalmatia,91,50.0,Red Blend
France,Bordeaux,91,28.0,Bordeaux-style Red Blend
Portugal,Alentejano,91,60.0,Syrah
Portugal,Lisboa,91,35.0,Portuguese Red
US,California,91,64.0,Chardonnay
US,California,91,40.0,Chardonnay
US,California,91,30.0,Riesling
US,Washington,91,17.0,Riesling
US,California,91,35.0,Red Blend
Hungary,Tokaji,91,20.0,Furmint
Portugal,Douro,91,14.0,Portuguese Red
France,Alsace,91,27.0,Riesling
Canada,Ontario,91,30.0,Riesling
Portugal,Dão,91,10.0,Portuguese Red
Portugal,Península de Setúbal,91,25.0,Merlot
US,California,91,44.0,Chardonnay
Italy,Northeastern Italy,90,16.0,Pinot Bianco
Germany,Mosel,90,30.0,Riesling
Germany,Pfalz,90,66.0,Riesling
Germany,Mosel,90,17.0,Riesling
Germany,Mosel,90,23.0,Riesling
US,California,90,32.0,Charbono
Italy,Northeastern Italy,90,19.0,Sauvignon
US,California,90,30.0,Chardonnay
US,Oregon,90,50.0,Chardonnay
US,California,90,22.0,Chardonnay
France,Beaujolais,90,42.0,Gamay
Portugal,Alentejano,90,16.0,Portuguese Red
US,California,90,19.0,Rhône-style White Blend
Italy,Northeastern Italy,90,16.0,Pinot Grigio
Germany,Rheingau,90,20.0,Riesling
Germany,Mosel,90,28.0,Riesling
Germany,Mosel,90,12.0,Riesling
Germany,Baden,90,25.0,Pinot Noir
Germany,Württemberg,90,37.0,Spätburgunder
Germany,Mosel,90,14.0,Riesling
France,Burgundy,90,64.0,Pinot Noir
US,California,90,42.0,Red Blend
Italy,Northeastern Italy,90,29.0,Pinot Bianco
Italy,Northeastern Italy,90,18.0,Pinot Grigio
Italy,Veneto,90,19.0,Garganega
Italy,Northeastern Italy,90,30.0,Pinot Bianco
France,Beaujolais,90,22.0,Gamay
Portugal,Douro,90,30.0,Portuguese Red
Austria,Burgenland,92,28.0,Red Blend
US,California,92,140.0,Cabernet Sauvignon
US,Washington,92,41.0,Syrah
Spain,Northern Spain,92,46.0,Tempranillo
US,California,92,40.0,Sauvignon Blanc
US,California,92,90.0,Pinot Noir
Spain,Northern Spain,92,25.0,Tinta de Toro
Argentina,Mendoza Province,92,38.0,Malbec Blend
New Zealand,Marlborough,92,29.0,Sauvignon Blanc
US,California,92,118.0,Cabernet Sauvignon
Spain,Northern Spain,92,50.0,Tempranillo
US,California,92,65.0,Cabernet Sauvignon
Spain,Northern Spain,92,44.0,Tempranillo Blend
New Zealand,Martinborough,92,28.0,Pinot Noir
Austria,Wagram,92,17.0,Weissburgunder
US,California,92,45.0,Chardonnay
Austria,Wagram,92,20.0,Grüner Veltliner
US,California,92,38.0,Chardonnay
US,California,92,45.0,Syrah
US,California,92,50.0,Zinfandel
US,California,92,28.0,Tempranillo
US,California,92,28.0,Primitivo
US,California,92,120.0,Cabernet Sauvignon
Austria,Kremstal,92,25.0,Grüner Veltliner
US,California,92,65.0,Pinot Noir
US,Oregon,92,49.0,Pinot Noir
US,California,92,62.0,Cabernet Sauvignon
Spain,Northern Spain,92,80.0,Tinta de Toro
France,Provence,92,65.0,Rosé
US,Virginia,87,16.0,Bordeaux-style Red Blend
Portugal,Lisboa,87,12.0,Portuguese Red
US,California,87,29.0,Pinot Noir
Italy,Piedmont,87,90.0,Nebbiolo
Spain,Catalonia,87,18.0,Red Blend
US,Virginia,87,20.0,Chardonnay
Serbia,Pocerina,87,26.0,Morava
Australia,Victoria,87,42.0,Pinot Noir
Spain,Northern Spain,87,10.0,Tempranillo
Spain,Central Spain,87,10.0,Tempranillo
Spain,Northern Spain,87,12.0,Tinta de Toro
Portugal,Douro,87,12.0,Portuguese Red
US,California,87,42.0,Cabernet Sauvignon
France,Loire Valley,87,28.0,Sauvignon Blanc
US,California,87,13.0,Sauvignon Blanc
US,California,87,13.0,Sauvignon Blanc
US,California,87,13.0,Chardonnay
France,Loire Valley,87,12.0,Melon
US,California,87,57.0,Pinot Noir
Spain,Northern Spain,87,13.0,Rosado
Portugal,Douro,87,18.0,Portuguese White
Italy,Piedmont,87,70.0,Nebbiolo
US,California,87,13.0,Pinot Noir
France,Bordeaux,87,15.0,Bordeaux-style Red Blend
France,Loire Valley,87,16.0,Cabernet Franc
France,Loire Valley,87,14.0,Chenin Blanc
US,Virginia,87,18.0,Merlot
Italy,Piedmont,87,50.0,Nebbiolo
France,Bordeaux,87,12.0,Bordeaux-style White Blend
US,Washington,89,40.0,Cabernet Sauvignon
US,Washington,89,25.0,Syrah
Morocco,Zenata,89,15.0,Red Blend
Italy,Tuscany,89,60.0,Sangiovese
France,Loire Valley,89,25.0,Pinot Noir
Italy,Tuscany,89,44.0,Sangiovese
Moldova,Moldova,89,16.0,Red Blend
US,Washington,89,50.0,Bordeaux-style Red Blend
US,California,89,39.0,Pinot Noir
US,Washington,89,40.0,Chardonnay
Spain,Galicia,89,18.0,Albariño
Bulgaria,Bulgaria,89,15.0,Ruen
US,New York,89,15.0,Gewürztraminer
US,Washington,89,24.0,Malbec
France,Rhône Valley,89,22.0,Rosé
France,France Other,89,30.0,Roussanne
Spain,Northern Spain,89,23.0,Tempranillo
US,Washington,89,12.0,Sparkling Blend
US,Washington,89,18.0,Cabernet Sauvignon
Italy,Tuscany,89,70.0,Sangiovese
Italy,Tuscany,89,45.0,Sangiovese
Bulgaria,Thracian Valley,89,20.0,Red Blend
Bulgaria,Thracian Valley,89,20.0,Red Blend
US,California,89,85.0,Cabernet Sauvignon
Serbia,Župa,89,20.0,Riesling
US,California,89,21.0,Sauvignon Blanc
Serbia,Župa,89,40.0,Red Blend
US,California,89,36.0,Syrah
US,California,89,37.0,Viognier
US,California,89,36.0,Syrah
Italy,Piedmont,90,160.0,Nebbiolo
Israel,Galilee,90,70.0,Cabernet Sauvignon
US,Oregon,90,45.0,Pinot Noir
France,Burgundy,90,238.0,Chardonnay
Portugal,Península de Setúbal,90,16.0,Portuguese Red
France,Burgundy,90,65.0,Chardonnay
Portugal,Alentejano,90,12.0,Portuguese Red
Italy,Piedmont,90,105.0,Nebbiolo
Germany,Nahe,90,38.0,Riesling
Italy,Piedmont,90,38.0,Nebbiolo
US,Oregon,90,48.0,Pinot Noir
US,California,90,35.0,Chardonnay
US,California,90,25.0,Zinfandel
Portugal,Port,90,65.0,Port
Portugal,Tejo,90,13.0,Portuguese Red
US,Oregon,90,50.0,Pinot Noir
US,California,90,29.0,Syrah
US,California,90,64.0,Cabernet Sauvignon
US,California,90,28.0,Pinot Noir
Israel,Galilee,90,85.0,Bordeaux-style Red Blend
Germany,Rheinhessen,90,27.0,Silvaner
US,California,90,14.0,Red Blend
US,California,90,40.0,Pinot Noir
Italy,Piedmont,90,55.0,Nebbiolo
Italy,Piedmont,90,20.0,Nebbiolo
Spain,Northern Spain,90,29.0,Hondarrabi Zuri
Spain,Northern Spain,90,40.0,Tempranillo
US,California,90,20.0,Merlot
Argentina,Mendoza Province,90,20.0,Malbec
Spain,Northern Spain,89,15.0,Tempranillo Blend
Germany,Württemberg,89,23.0,Lemberger
US,California,89,25.0,Sauvignon Blanc
Spain,Northern Spain,89,13.0,Tempranillo
Australia,Victoria,89,34.0,Marsanne
Slovenia,Goriska Brda,89,29.0,Chardonnay
Italy,Sicily & Sardinia,89,14.0,Grillo
Italy,Southern Italy,89,30.0,Fiano
France,Bordeaux,89,12.0,Rosé
France,Bordeaux,89,10.0,Rosé
Slovenia,Goriska Brda,89,15.0,White Blend
US,California,89,15.0,Chardonnay
US,California,89,28.0,Pinot Noir
US,Oregon,89,100.0,Pinot Noir
US,California,89,19.0,Sparkling Blend
US,Oregon,89,24.0,Syrah
France,Languedoc-Roussillon,89,13.0,Rosé
Germany,Mosel,89,19.0,Riesling
US,California,89,49.0,Pinot Noir
Spain,Northern Spain,89,14.0,Tempranillo Blend
Germany,Mosel,89,17.0,Riesling
Italy,Southern Italy,89,19.0,Greco
US,Oregon,89,25.0,Red Blend
US,California,89,22.0,Sauvignon Blanc
France,Alsace,89,30.0,Pinot Noir
Italy,Sicily & Sardinia,89,30.0,Catarratto
France,Alsace,89,14.0,Pinot Blanc
France,Alsace,89,28.0,Pinot Noir
France,Alsace,89,24.0,Sylvaner
France,Alsace,89,24.0,Auxerrois
France,Alsace,89,17.0,White Blend
US,California,96,150.0,Cabernet Sauvignon
Italy,Tuscany,96,65.0,Sangiovese
France,Bordeaux,95,202.0,Bordeaux-style Red Blend
France,Alsace,95,66.0,Alsace white blend
France,Alsace,95,38.0,Riesling
France,Alsace,95,50.0,Alsace white blend
US,Oregon,95,45.0,Pinot Noir
US,California,95,50.0,Pinot Noir
France,Bordeaux,95,60.0,Bordeaux-style Red Blend
France,Alsace,95,50.0,Riesling
Italy,Tuscany,95,65.0,Sangiovese
France,Bordeaux,95,250.0,Bordeaux-style Red Blend
France,Alsace,95,45.0,Riesling
US,California,95,72.0,Pinot Noir
France,Alsace,95,90.0,Gewürztraminer
France,Alsace,95,44.0,Riesling
Italy,Tuscany,95,95.0,Sangiovese
Italy,Tuscany,95,80.0,Sangiovese
Italy,Tuscany,95,120.0,Sangiovese
US,California,95,82.0,Pinot Noir
US,California,95,58.0,Pinot Noir
Italy,Tuscany,95,75.0,Sangiovese
France,Bordeaux,95,165.0,Bordeaux-style Red Blend
France,Bordeaux,95,35.0,Bordeaux-style White Blend
Italy,Tuscany,95,70.0,Sangiovese
Italy,Tuscany,95,90.0,Sangiovese
France,Alsace,95,83.0,Pinot Gris
France,Alsace,95,90.0,Pinot Gris
US,New York,86,20.0,Riesling
France,Bordeaux,86,18.0,Bordeaux-style Red Blend
US,California,86,12.0,Zinfandel
US,New York,86,16.0,Sauvignon Blanc
US,New York,86,25.0,Chardonnay
Italy,Tuscany,86,24.0,Red Blend
US,New York,86,18.0,Merlot
France,Bordeaux,86,30.0,Bordeaux-style Red Blend
France,Bordeaux,86,10.0,Bordeaux-style Red Blend
Spain,Northern Spain,86,23.0,Verdejo
US,Washington,86,40.0,Syrah
US,California,86,18.0,Chardonnay
US,Washington,86,35.0,Syrah
US,Washington,86,20.0,Red Blend
France,Bordeaux,86,20.0,Bordeaux-style Red Blend
US,California,86,8.0,Pinot Noir
US,California,86,55.0,Pinot Noir
Italy,Tuscany,86,24.0,Red Blend
US,New York,86,25.0,Bordeaux-style Red Blend
US,California,86,13.0,Cabernet Sauvignon
US,California,86,11.0,Cabernet Sauvignon
